Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntCoke,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Age_Group,Gen_Group,DaysAsCustomer,NumChildren,NumAcceptedCmp,Total_Purchases,Total_Spending,Conversion_Rate
S1,Cerai,64892000.0,0,1,2014-05-29,77,527000,24000,230000,32000,24000,65000,2,6,4,12,4,0,0,0,0,0,0,0,46,Mature,Gen X,3046,1,0,24,902000,0.0
S1,Lajang,43602000.0,1,1,2014-01-10,45,19000,5000,12000,10000,3000,19000,3,3,1,2,6,0,0,0,0,0,0,0,56,Senior,Gen X,3185,2,0,9,68000,0.0
S3,Lajang,33996000.0,0,0,2013-09-11,46,40000,2000,15000,8000,0,6000,1,1,1,3,4,0,0,0,0,0,0,0,33,Adult,Millennials,3306,0,0,6,71000,0.0
D3,Lajang,41473000.0,1,0,2013-06-19,80,21000,8000,20000,15000,3000,9000,1,2,0,3,7,0,0,0,0,0,0,0,37,Late Adult,Millennials,3390,1,0,6,76000,0.0
S3,Menikah,63246000.0,0,2,2013-08-20,60,593000,30000,91000,29000,22000,7000,1,6,3,12,4,0,0,0,0,0,0,0,55,Senior,Gen X,3328,2,0,22,772000,0.0
S3,Menikah,36732000.0,1,1,2013-12-29,71,21000,5000,3000,10000,1000,7000,3,1,1,4,2,0,0,0,0,0,0,0,63,Senior,Boomers,3197,2,0,9,47000,0.0
S3,Menikah,69084000.0,1,0,2013-11-19,43,1181000,107000,199000,39000,30000,30000,2,7,3,13,8,0,0,0,0,0,0,0,52,Mature,Gen X,3237,1,0,25,1586000,0.0
S3,Menikah,77766000.0,0,1,2013-02-22,97,1004000,59000,265000,115000,59000,27000,2,11,10,11,6,1,0,0,0,0,0,1,55,Senior,Gen X,3507,1,2,34,1529000,0.3
S3,Lajang,37929000.0,0,0,2013-07-30,49,202000,2000,46000,3000,2000,10000,2,4,2,5,7,0,1,0,1,0,0,1,37,Late Adult,Millennials,3349,0,3,13,265000,0.4
S1,Bertunangan,86610000.0,0,0,2013-09-05,66,446000,107000,768000,33000,196000,53000,1,5,6,6,2,0,0,0,0,0,0,0,71,Late Senior,Boomers,3312,0,0,18,1603000,0.0
S2,Menikah,80141000.0,0,0,2013-01-11,20,1184000,102000,673000,52000,40000,40000,1,7,4,10,6,0,0,1,0,0,0,1,36,Late Adult,Millennials,3549,0,2,22,2091000,0.3
D3,Menikah,72635000.0,0,0,2013-06-03,54,390000,22000,323000,104000,35000,107000,1,6,8,6,3,0,0,0,1,0,0,0,67,Late Senior,Boomers,3406,0,1,21,981000,0.3
S1,Menikah,69016000.0,0,1,2012-11-22,61,726000,53000,363000,123000,107000,161000,4,8,9,13,5,0,0,0,0,0,0,0,52,Mature,Gen X,3599,1,0,34,1533000,0.0
D3,Bertunangan,20193000.0,0,0,2012-11-28,18,8000,8000,22000,24000,11000,9000,1,1,1,4,4,0,0,0,0,0,0,0,31,Adult,Millennials,3593,0,0,7,82000,0.0
S1,Menikah,27573000.0,1,0,2013-03-25,45,50000,15000,110000,39000,15000,15000,4,5,1,4,8,0,0,0,0,0,0,0,47,Mature,Gen X,3476,1,0,14,244000,0.0
SMA,Lajang,15862000.0,1,0,2013-06-27,26,1000,1000,4000,11000,9000,10000,1,1,0,3,8,0,0,0,0,0,0,0,43,Late Adult,Gen X,3382,1,0,5,36000,0.0
S3,Menikah,49544000.0,1,0,2013-02-12,0,308000,0,73000,0,0,23000,2,5,1,8,7,0,0,0,0,0,0,0,46,Mature,Gen X,3517,1,0,16,404000,0.0
S1,Menikah,33228000.0,1,0,2014-01-23,28,22000,2000,31000,7000,4000,5000,1,2,0,3,7,0,0,0,0,0,0,0,42,Late Adult,Gen X,3172,1,0,6,71000,0.0
S1,Bertunangan,70440000.0,0,0,2013-10-08,49,690000,117000,499000,76000,102000,88000,1,5,10,7,3,0,0,0,1,0,0,0,44,Late Adult,Gen X,3279,0,1,23,1572000,0.3
S1,Bertunangan,38232000.0,1,1,2014-01-17,84,43000,5000,28000,7000,6000,33000,4,3,1,3,5,0,0,0,0,0,0,0,51,Mature,Gen X,3178,2,0,11,122000,0.0
S3,Menikah,22554000.0,1,1,2012-11-03,38,27000,0,10000,0,0,4000,4,2,0,4,5,0,0,0,0,0,0,0,67,Late Senior,Boomers,3618,2,0,10,41000,0.0
S3,Menikah,23536000.0,1,0,2014-06-04,53,6000,0,3000,0,0,1000,1,0,0,3,3,0,0,0,0,0,0,0,39,Late Adult,Millennials,3040,1,0,4,10000,0.0
S1,Menikah,49413000.0,0,1,2013-10-25,88,205000,7000,41000,3000,2000,46000,2,4,2,5,5,0,0,0,0,0,0,0,70,Late Senior,Boomers,3262,1,0,13,304000,0.0
S1,Menikah,42231000.0,1,1,2014-03-25,99,24000,0,8000,0,1000,4000,1,1,0,3,5,0,0,0,0,0,0,0,53,Mature,Gen X,3111,2,0,5,37000,0.0
S2,Cerai,78789000.0,0,0,2012-08-08,12,667000,50000,850000,21000,83000,83000,1,4,6,5,2,0,0,0,0,0,0,1,42,Late Adult,Gen X,3705,0,1,16,1754000,0.5
S1,Bertunangan,56534000.0,0,1,2013-07-23,35,691000,7000,61000,10000,0,46000,4,10,4,7,8,0,1,0,0,1,0,1,54,Mature,Gen X,3356,1,3,25,815000,0.4
S1,Lajang,58350000.0,0,1,2013-01-04,5,493000,26000,206000,116000,80000,80000,4,8,3,12,6,0,0,0,0,0,0,0,51,Mature,Gen X,3556,1,0,27,1001000,0.0
S1,Lajang,81217000.0,0,0,2013-07-19,77,493000,70000,324000,146000,40000,84000,1,3,7,11,1,0,0,0,0,0,0,0,33,Adult,Millennials,3360,0,0,22,1157000,0.0
S1,Lajang,49090000.0,0,1,2013-07-19,45,494000,5000,82000,7000,0,100000,3,7,2,9,7,0,0,0,0,0,0,0,71,Late Senior,Boomers,3360,1,0,21,688000,0.0
S2,Cerai,61787000.0,0,0,2013-07-06,71,621000,73000,414000,78000,48000,85000,1,8,4,6,5,0,0,0,0,0,0,0,35,Late Adult,Millennials,3373,0,0,19,1319000,0.0
S3,Menikah,18169000.0,1,0,2013-02-19,40,9000,0,5000,0,0,7000,1,1,0,2,8,0,0,0,0,0,0,0,37,Late Adult,Millennials,3510,1,0,4,21000,0.0
D3,Lajang,24336000.0,1,0,2012-08-27,82,1000,6000,2000,8000,2000,12000,1,1,0,2,7,0,0,0,0,0,0,0,41,Late Adult,Millennials,3686,1,0,4,31000,0.0
S1,Menikah,18222000.0,0,0,2012-12-31,70,12000,4000,19000,12000,6000,14000,1,2,0,3,8,0,0,0,0,0,0,0,32,Adult,Millennials,3560,0,0,6,67000,0.0
S1,Cerai,62335000.0,0,1,2013-05-23,87,243000,131000,217000,85000,6000,26000,2,3,3,13,2,0,0,0,0,0,0,0,70,Late Senior,Boomers,3417,1,0,21,708000,0.0
D3,Bertunangan,42033000.0,1,1,2012-09-19,95,11000,1000,4000,2000,0,7000,1,1,0,2,7,0,0,0,0,0,0,0,51,Mature,Gen X,3663,2,0,4,25000,0.0
S3,Menikah,86580000.0,0,0,2013-02-27,72,532000,21000,127000,26000,20000,20000,0,4,2,5,1,0,0,1,0,0,0,0,39,Late Adult,Millennials,3502,0,1,11,746000,1.0
S3,Cerai,41437000.0,1,1,2012-09-22,5,29000,0,2000,0,0,1000,1,1,0,3,7,0,0,0,0,0,0,0,65,Late Senior,Boomers,3660,2,0,5,32000,0.0
S2,Janda,73705000.0,0,2,2014-03-05,86,612000,91000,520000,258000,107000,107000,2,9,6,8,5,0,0,0,0,0,0,0,71,Late Senior,Boomers,3131,2,0,25,1695000,0.0
S1,Menikah,61064000.0,0,1,2012-08-31,80,387000,126000,342000,0,45000,180000,5,8,4,11,6,0,0,0,0,0,0,0,46,Mature,Gen X,3682,1,0,28,1080000,0.0
S2,Menikah,38452000.0,1,1,2014-03-30,62,56000,0,14000,0,0,2000,3,3,0,3,7,0,0,0,0,0,0,0,67,Late Senior,Boomers,3106,2,0,9,72000,0.0
S1,Lajang,18358000.0,1,0,2013-11-20,49,6000,8000,19000,16000,4000,4000,3,3,0,4,7,0,0,0,0,0,0,0,33,Adult,Millennials,3236,1,0,10,57000,0.0
S3,Bertunangan,55012000.0,0,1,2014-03-21,85,582000,0,65000,0,0,13000,6,8,2,9,5,0,0,0,0,0,0,0,49,Mature,Gen X,3115,1,0,25,660000,0.0
SMA,Bertunangan,9722000.0,1,0,2012-10-02,7,6000,17000,16000,6000,16000,42000,4,3,1,3,8,0,0,0,0,0,0,1,49,Mature,Gen X,3650,1,1,11,103000,0.1
S3,Menikah,38175000.0,1,0,2013-09-23,6,70000,6000,69000,2000,3000,3000,3,3,1,4,7,0,0,0,0,0,0,0,38,Late Adult,Millennials,3294,1,0,11,153000,0.0
S2,Bertunangan,58656000.0,0,1,2012-09-20,25,962000,12000,194000,16000,24000,12000,4,7,8,13,6,0,0,1,0,0,0,0,66,Late Senior,Boomers,3662,1,1,32,1220000,0.2
S1,Bertunangan,52117000.0,0,1,2012-08-16,55,112000,10000,107000,30000,0,20000,2,5,2,4,7,0,0,0,0,0,0,0,57,Senior,Gen X,3697,1,0,13,279000,0.0
S1,Menikah,64813000.0,1,0,2014-01-02,81,293000,0,124000,179000,97000,52000,1,7,2,10,5,0,0,0,0,0,0,0,44,Late Adult,Gen X,3193,1,0,20,745000,0.0
S3,Menikah,54222000.0,0,1,2014-03-01,98,199000,12000,31000,3000,12000,7000,1,3,3,5,3,0,0,0,0,0,0,0,49,Mature,Gen X,3135,1,0,12,264000,0.0
S1,Menikah,83512000.0,0,0,2014-06-17,31,1060000,61000,835000,80000,20000,101000,1,4,7,10,1,1,0,1,1,1,0,1,36,Late Adult,Millennials,3027,0,5,22,2157000,5.0
S2,Menikah,77520000.0,0,1,2013-08-28,30,940000,44000,396000,0,88000,58000,1,8,7,7,4,1,0,1,1,0,0,1,63,Senior,Boomers,3320,1,4,23,1526000,1.0
S1,Bertunangan,41154000.0,0,1,2013-04-09,98,44000,2000,11000,2000,3000,7000,1,1,0,4,5,0,0,0,0,0,0,0,44,Late Adult,Gen X,3461,1,0,6,69000,0.0
S1,Menikah,80398000.0,0,0,2012-11-10,92,342000,51000,936000,207000,35000,26000,1,5,8,12,3,0,0,1,0,0,0,0,56,Senior,Gen X,3611,0,1,26,1597000,0.3
SMA,Lajang,18746000.0,1,0,2014-05-29,41,2000,10000,11000,12000,9000,20000,2,3,0,3,6,0,0,0,0,0,0,0,30,Adult,Millennials,3046,1,0,8,64000,0.0
S1,Bertunangan,35196000.0,1,0,2012-11-13,68,75000,12000,141000,43000,39000,187000,6,6,1,5,8,0,0,0,0,0,0,0,38,Late Adult,Millennials,3608,1,0,18,497000,0.0
S1,Lajang,60230000.0,0,1,2013-05-20,78,520000,20000,367000,39000,81000,40000,2,6,3,6,5,0,0,0,0,0,0,0,66,Late Senior,Boomers,3420,1,0,17,1067000,0.0
S1,Menikah,22108000.0,1,1,2014-05-08,46,5000,3000,9000,6000,2000,6000,2,2,0,3,7,0,0,0,0,0,0,0,45,Mature,Gen X,3067,2,0,7,31000,0.0
S1,Bertunangan,44392000.0,1,1,2013-09-05,71,87000,5000,71000,7000,12000,29000,5,4,1,4,7,0,0,0,0,0,0,0,48,Mature,Gen X,3312,2,0,14,211000,0.0
S3,Menikah,55424000.0,0,1,2012-11-25,6,462000,61000,184000,10000,53000,107000,4,7,5,9,6,1,0,0,0,0,0,1,46,Mature,Gen X,3596,1,2,25,877000,0.3
S1,Menikah,17688000.0,1,0,2013-01-13,82,2000,2000,1000,3000,1000,2000,1,1,0,2,8,0,0,0,0,0,1,0,43,Late Adult,Gen X,3547,1,0,4,11000,0.0
S3,Menikah,92491000.0,0,0,2013-05-01,71,979000,44000,935000,29000,25000,22000,1,7,5,12,3,0,1,1,1,0,0,1,39,Late Adult,Millennials,3439,0,4,25,2034000,1.3
S1,Lajang,90273000.0,0,0,2013-12-14,32,704000,129000,853000,120000,74000,111000,1,5,6,7,2,0,1,1,1,0,0,1,31,Adult,Millennials,3212,0,4,19,1991000,2.0
S3,Janda,82571000.0,0,0,2014-04-02,28,861000,31000,558000,62000,95000,79000,0,6,5,13,2,0,0,1,0,0,0,0,60,Senior,Boomers,3103,0,1,24,1686000,0.5
S3,Lajang,38513000.0,1,0,2014-01-28,20,172000,3000,115000,16000,0,18000,5,6,1,5,8,0,0,0,0,0,0,1,40,Late Adult,Millennials,3167,1,1,17,324000,0.1
S2,Lajang,16653000.0,1,0,2014-04-18,10,5000,7000,31000,15000,4000,7000,3,2,1,3,6,0,0,0,0,0,0,1,43,Late Adult,Gen X,3087,1,1,9,69000,0.2
S1,Bertunangan,42586000.0,1,1,2012-10-29,7,194000,2000,56000,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,67,Late Senior,Boomers,3623,2,1,16,252000,0.1
SMA,Lajang,23529000.0,0,1,2013-01-07,67,9000,7000,13000,3000,2000,20000,1,1,1,2,6,0,0,0,0,0,0,0,57,Senior,Gen X,3553,1,0,5,54000,0.0
S2,Bertunangan,74881000.0,1,1,2013-03-08,48,505000,72000,270000,36000,27000,54000,4,9,2,12,5,0,0,0,0,0,0,0,61,Senior,Boomers,3493,2,0,27,964000,0.0
S1,Menikah,71107000.0,0,1,2013-02-17,61,533000,10000,217000,198000,174000,195000,2,7,6,13,4,0,0,0,0,0,0,0,71,Late Senior,Boomers,3512,1,0,28,1327000,0.0
S3,Bertunangan,46910000.0,1,1,2014-03-23,36,48000,0,14000,0,0,6000,2,2,0,3,6,0,0,0,0,0,0,0,58,Senior,Boomers,3113,2,0,7,68000,0.0
S1,Menikah,18690000.0,0,0,2012-12-28,77,6000,1000,7000,23000,4000,19000,1,1,1,2,8,0,0,0,0,0,0,0,63,Senior,Boomers,3563,0,0,5,60000,0.0
S1,Cerai,37244000.0,1,1,2013-04-27,90,18000,2000,10000,0,0,25000,1,1,1,2,7,1,0,0,0,0,0,0,67,Late Senior,Boomers,3443,2,1,5,55000,0.1
S1,Bertunangan,82427000.0,0,0,2014-03-12,35,482000,147000,509000,104000,107000,107000,1,3,5,12,1,0,0,1,0,0,0,0,56,Senior,Gen X,3124,0,1,21,1456000,1.0
D3,Lajang,75342000.0,0,1,2013-05-06,38,204000,97000,97000,21000,118000,26000,1,5,2,10,4,0,0,0,0,0,0,0,64,Senior,Boomers,3434,1,0,18,563000,0.0
S1,Cerai,70044000.0,0,1,2013-02-18,46,1073000,0,250000,153000,14000,14000,4,7,10,5,5,0,0,0,0,0,0,0,68,Late Senior,Boomers,3511,1,0,26,1504000,0.0
S1,Lajang,79146000.0,1,1,2014-04-24,33,245000,16000,223000,21000,43000,16000,2,8,1,8,6,0,0,0,0,0,0,0,55,Senior,Gen X,3081,2,0,19,564000,0.0
S1,Menikah,77437000.0,0,0,2013-11-26,70,560000,21000,442000,29000,44000,29000,1,4,5,13,1,0,0,1,0,0,0,0,59,Senior,Boomers,3230,0,1,23,1125000,1.0
S1,Menikah,54984000.0,0,1,2014-05-24,51,173000,13000,131000,32000,3000,6000,4,6,1,6,7,0,0,0,1,0,0,0,63,Senior,Boomers,3051,1,1,17,358000,0.1
S3,Menikah,42403000.0,1,0,2013-12-11,18,22000,1000,11000,0,5000,3000,1,1,0,3,8,0,0,0,0,0,0,0,51,Mature,Gen X,3215,1,0,5,42000,0.0
S1,Bertunangan,55761000.0,0,1,2014-04-24,97,136000,1000,12000,0,3000,32000,2,4,1,3,6,0,1,0,0,0,0,0,58,Senior,Boomers,3081,1,1,10,184000,0.2
S1,Bertunangan,37292000.0,1,0,2013-04-18,32,275000,0,86000,10000,23000,66000,5,6,3,5,8,0,0,0,0,0,0,0,39,Late Adult,Millennials,3452,1,0,19,460000,0.0
S3,Lajang,45576000.0,0,0,2014-05-28,9,56000,19000,29000,2000,14000,25000,1,3,1,3,8,0,0,0,0,0,0,1,77,Late Senior,Boomers,3047,0,1,8,145000,0.1
S1,Bertunangan,70321000.0,0,0,2013-01-16,6,303000,23000,751000,82000,26000,191000,1,6,5,13,4,0,0,0,0,0,0,1,75,Late Senior,Boomers,3544,0,1,25,1376000,0.2
S3,Cerai,58086000.0,0,1,2013-01-20,80,708000,7000,62000,0,0,15000,2,11,3,7,8,0,0,0,0,0,0,0,53,Mature,Gen X,3540,1,0,23,792000,0.0
S1,Menikah,81795000.0,0,0,2012-10-26,74,324000,132000,693000,27000,118000,88000,1,4,11,7,2,0,0,0,0,0,0,0,70,Late Senior,Boomers,3626,0,0,23,1382000,0.0
SMA,Bertunangan,28389000.0,0,0,2012-11-20,49,1000,5000,3000,7000,4000,8000,1,1,0,2,7,0,0,0,0,0,0,0,75,Late Senior,Boomers,3601,0,0,4,28000,0.0
S2,Menikah,66835000.0,0,0,2013-09-28,21,620000,26000,195000,34000,17000,141000,1,6,4,13,2,0,0,0,0,0,0,0,76,Late Senior,Boomers,3289,0,0,24,1033000,0.0
S1,Cerai,69901000.0,0,1,2013-05-29,95,312000,21000,206000,102000,92000,149000,3,7,3,10,5,0,0,0,0,0,0,0,53,Mature,Gen X,3411,1,0,23,882000,0.0
S3,Menikah,80360000.0,0,0,2013-03-03,56,1493000,86000,454000,112000,43000,43000,2,4,4,5,2,0,1,1,1,0,0,0,73,Late Senior,Boomers,3498,0,3,15,2231000,1.5
S3,Bertunangan,63342000.0,0,1,2012-10-16,48,918000,21000,118000,13000,10000,21000,3,8,3,5,6,0,1,0,0,0,0,1,61,Senior,Boomers,3636,1,2,19,1101000,0.3
S1,Menikah,44989000.0,0,1,2012-09-12,26,98000,0,106000,49000,10000,106000,5,5,1,5,6,0,0,0,0,0,0,0,48,Mature,Gen X,3670,1,0,16,369000,0.0
D3,Lajang,31859000.0,1,0,2014-02-27,3,3000,4000,7000,15000,8000,11000,1,1,0,3,7,0,0,0,0,0,0,0,42,Late Adult,Gen X,3137,1,0,5,48000,0.0
S3,Janda,51569000.0,0,1,2013-02-12,39,380000,0,47000,6000,0,34000,4,7,1,7,8,0,1,0,0,0,0,1,73,Late Senior,Boomers,3517,1,2,19,467000,0.2
S1,Janda,30372000.0,1,1,2012-12-25,33,15000,0,12000,7000,3000,7000,3,2,0,3,7,0,0,0,0,0,0,0,51,Mature,Gen X,3566,2,0,8,44000,0.0
SMA,Lajang,16014000.0,1,1,2013-03-17,42,3000,9000,4000,7000,8000,7000,4,1,1,4,3,0,0,0,0,0,0,0,43,Late Adult,Gen X,3484,2,0,10,38000,0.0
S1,Menikah,41120000.0,1,1,2013-11-06,80,24000,2000,23000,0,8000,24000,3,2,1,3,6,0,0,0,0,0,0,0,54,Mature,Gen X,3250,2,0,9,81000,0.0
S2,Lajang,39763000.0,1,0,2013-08-04,9,80000,1000,60000,4000,6000,16000,2,5,1,2,9,0,0,0,0,0,0,1,51,Mature,Gen X,3344,1,1,10,167000,0.1
S3,Menikah,38725000.0,1,1,2014-05-10,52,31000,0,6000,2000,1000,5000,2,1,0,4,4,0,0,0,0,0,0,0,67,Late Senior,Boomers,3065,2,0,7,45000,0.0
S1,Menikah,77981000.0,1,0,2013-05-26,78,138000,120000,204000,16000,126000,60000,3,7,4,7,5,0,0,0,0,0,0,0,50,Mature,Gen X,3414,1,0,21,664000,0.0
D3,Menikah,62905000.0,0,1,2013-09-10,68,166000,75000,96000,119000,107000,59000,3,7,2,8,4,0,0,0,0,0,0,0,58,Senior,Boomers,3307,1,0,20,622000,0.0
D3,Cerai,13533000.0,1,0,2013-03-10,45,12000,3000,8000,8000,0,17000,2,2,0,3,7,0,0,0,0,0,0,0,43,Late Adult,Gen X,3491,1,0,7,48000,0.0
S1,Bertunangan,59481000.0,0,1,2013-10-23,47,178000,3000,85000,71000,66000,58000,2,3,3,8,2,0,0,0,0,0,0,0,47,Mature,Gen X,3264,1,0,16,461000,0.0
S1,Menikah,72117000.0,0,1,2013-08-20,34,707000,20000,171000,65000,60000,50000,1,9,7,9,5,0,0,0,0,0,0,0,45,Mature,Gen X,3328,1,0,26,1073000,0.0
D3,Menikah,21955000.0,1,0,2013-09-07,81,5000,1000,7000,17000,14000,11000,2,2,1,3,6,0,0,0,0,0,0,0,36,Late Adult,Millennials,3310,1,0,8,55000,0.0
S1,Menikah,67131000.0,0,1,2013-03-26,72,465000,71000,250000,93000,35000,62000,3,9,2,12,6,0,0,0,0,0,0,0,66,Late Senior,Boomers,3475,1,0,26,976000,0.0
S3,Lajang,36802000.0,1,0,2014-06-16,23,16000,1000,2000,0,0,1000,1,1,0,3,5,0,0,0,0,0,0,0,42,Late Adult,Gen X,3028,1,0,5,20000,0.0
S1,Bertunangan,71853000.0,0,0,2013-05-08,29,358000,108000,413000,141000,97000,32000,1,2,8,6,1,0,0,0,0,0,0,0,40,Late Adult,Millennials,3432,0,0,17,1149000,0.0
SMA,Menikah,28249000.0,0,0,2014-06-15,80,1000,9000,7000,2000,14000,10000,1,2,0,3,6,0,0,0,0,0,0,0,61,Senior,Boomers,3029,0,0,6,43000,0.0
S2,Menikah,47808000.0,0,1,2013-10-20,30,123000,1000,26000,2000,0,72000,2,3,2,3,7,1,0,0,0,0,0,0,47,Mature,Gen X,3267,1,1,10,224000,0.1
S3,Cerai,25509000.0,1,0,2012-09-18,15,40000,3000,30000,10000,7000,11000,3,3,0,3,9,0,0,0,0,0,0,1,48,Mature,Gen X,3664,1,1,9,101000,0.1
S3,Menikah,51012000.0,0,0,2013-04-18,86,102000,9000,63000,2000,9000,24000,1,4,1,4,6,0,0,0,0,0,0,0,76,Late Senior,Boomers,3452,0,0,10,209000,0.0
S1,Lajang,70596000.0,0,0,2012-10-05,68,347000,44000,534000,17000,0,26000,1,3,5,12,2,0,0,0,0,0,0,0,37,Late Adult,Millennials,3647,0,0,21,968000,0.0
S3,Bertunangan,85431000.0,0,0,2013-06-08,54,376000,53000,462000,168000,53000,53000,1,2,7,7,0,0,0,0,0,0,0,0,70,Late Senior,Boomers,3401,0,0,17,1165000,0.0
S1,Menikah,42664000.0,0,1,2014-03-18,44,21000,0,3000,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,55,Senior,Gen X,3118,1,0,5,24000,0.0
S1,Bertunangan,42586000.0,1,1,2012-10-29,7,194000,2000,56000,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,67,Late Senior,Boomers,3623,2,1,16,252000,0.1
S1,Lajang,29760000.0,1,0,2012-08-29,87,64000,4000,68000,7000,5000,17000,4,3,1,4,8,0,0,0,0,0,0,0,37,Late Adult,Millennials,3684,1,0,12,165000,0.0
S3,Menikah,28973000.0,0,0,2012-10-13,59,206000,0,46000,3000,2000,12000,2,5,1,5,8,0,0,0,0,0,0,0,45,Mature,Gen X,3639,0,0,13,269000,0.0
S3,Bertunangan,39435000.0,1,0,2013-08-06,16,71000,0,18000,0,0,13000,1,3,1,2,7,0,0,0,0,0,0,0,49,Mature,Gen X,3342,1,0,7,102000,0.0
D3,Menikah,65370000.0,0,0,2013-08-01,1,71000,22000,112000,138000,89000,29000,1,2,3,13,1,0,0,0,0,0,0,0,38,Late Adult,Millennials,3347,0,0,19,461000,0.0
SMA,Lajang,20194000.0,1,0,2012-12-17,64,0,4000,7000,11000,10000,15000,2,2,0,3,6,0,0,0,0,0,0,0,43,Late Adult,Gen X,3574,1,0,7,47000,0.0
S3,Lajang,42473000.0,1,1,2014-02-17,72,93000,1000,21000,0,4000,25000,3,2,1,4,5,0,0,0,0,0,0,0,46,Mature,Gen X,3147,2,0,10,144000,0.0
S1,Menikah,64590000.0,0,0,2012-10-14,98,920000,138000,168000,36000,46000,30000,1,9,4,10,6,0,0,0,0,0,0,0,54,Mature,Gen X,3638,0,0,24,1338000,0.0
S1,Bertunangan,71232000.0,0,1,2013-11-28,91,653000,17000,170000,34000,26000,17000,2,11,2,10,7,0,0,0,0,0,0,0,63,Senior,Boomers,3228,1,0,25,917000,0.0
S1,Bertunangan,34600000.0,1,1,2013-01-01,8,199000,33000,60000,8000,3000,15000,5,5,2,5,8,0,0,0,0,0,0,1,51,Mature,Gen X,3559,2,1,17,318000,0.1
S1,Lajang,46904000.0,1,1,2012-11-03,20,153000,4000,56000,0,9000,31000,4,5,1,4,8,0,0,0,0,0,0,0,55,Senior,Gen X,3618,2,0,14,253000,0.0
S1,Menikah,49094000.0,0,1,2012-09-21,6,376000,0,38000,11000,8000,69000,5,6,3,6,6,0,0,0,0,0,0,0,49,Mature,Gen X,3661,1,0,20,502000,0.0
S1,Bertunangan,36075000.0,1,0,2013-12-09,54,46000,0,30000,12000,1000,30000,1,2,0,4,6,0,0,0,0,0,0,0,39,Late Adult,Millennials,3217,1,0,7,119000,0.0
D3,Bertunangan,60839000.0,1,1,2012-08-28,72,600000,21000,128000,223000,150000,128000,13,2,2,12,8,0,0,0,0,0,0,0,43,Late Adult,Gen X,3685,2,0,29,1250000,0.0
S1,Bertunangan,77298000.0,0,1,2013-11-02,46,425000,115000,292000,23000,35000,79000,1,6,6,11,3,0,0,0,0,0,0,0,43,Late Adult,Gen X,3254,1,0,24,969000,0.0
S1,Bertunangan,34026000.0,1,1,2013-08-05,11,18000,6000,15000,12000,8000,17000,3,2,1,3,5,0,0,0,0,0,0,0,72,Late Senior,Boomers,3343,2,0,9,76000,0.0
S3,Lajang,48918000.0,1,1,2014-04-12,21,52000,0,9000,0,0,1000,2,1,0,4,4,0,0,0,0,0,0,0,59,Senior,Boomers,3093,2,0,7,62000,0.0
D3,Bertunangan,82122000.0,0,0,2013-08-15,89,734000,22000,350000,151000,25000,100000,1,3,9,13,1,0,0,1,0,0,0,0,60,Senior,Boomers,3333,0,1,26,1382000,1.0
S1,Lajang,37697000.0,1,0,2014-02-07,82,34000,6000,21000,11000,4000,8000,1,2,1,3,6,0,0,0,0,0,0,0,46,Mature,Gen X,3157,1,0,7,84000,0.0
S1,Bertunangan,34074000.0,1,1,2013-07-13,69,135000,1000,41000,10000,1000,67000,5,3,3,3,6,1,0,0,0,0,0,0,70,Late Senior,Boomers,3366,2,1,14,255000,0.2
S2,Menikah,28520000.0,1,1,2013-06-14,55,11000,0,10000,0,2000,20000,1,1,1,2,6,0,0,0,0,0,0,0,62,Senior,Boomers,3395,2,0,5,43000,0.0
S1,Lajang,62535000.0,0,1,2013-10-03,13,163000,48000,90000,0,45000,52000,1,3,2,8,3,0,0,0,0,0,0,0,67,Late Senior,Boomers,3284,1,0,14,398000,0.0
S2,Lajang,36273000.0,1,0,2014-04-16,80,29000,3000,30000,3000,2000,9000,2,3,0,3,6,0,0,0,0,0,0,0,45,Mature,Gen X,3089,1,0,8,76000,0.0
S1,Bertunangan,63404000.0,0,2,2014-06-06,97,734000,26000,70000,11000,44000,17000,2,6,3,4,4,0,0,0,1,0,0,0,58,Senior,Boomers,3038,2,1,15,902000,0.2
D3,Bertunangan,75774000.0,1,0,2014-05-02,27,340000,21000,134000,258000,14000,56000,1,7,5,8,4,0,0,0,0,0,0,0,41,Late Adult,Millennials,3073,1,0,21,823000,0.0
S1,Bertunangan,78416000.0,0,1,2014-06-27,99,453000,38000,279000,188000,38000,183000,2,7,7,10,3,0,0,0,0,0,0,0,46,Mature,Gen X,3017,1,0,26,1179000,0.0
S1,Bertunangan,75702000.0,0,1,2012-10-14,87,1073000,0,629000,145000,37000,37000,1,10,5,13,6,0,0,1,0,0,0,0,48,Mature,Gen X,3638,1,1,29,1921000,0.2
S2,Bertunangan,59385000.0,1,1,2013-04-28,85,135000,0,10000,0,4000,36000,2,3,1,4,5,0,0,0,0,0,0,0,71,Late Senior,Boomers,3442,2,0,10,185000,0.0
